date,tag,comment,unit,rfdTime,rfdValue,rfdThreshold
"2022-03-03 07:15:08","undefined","53pv2","N",200,27.295765578397788,0.5

time_ms,weight
0.056036,16.64586946167776,
0.067795,16.966840369114138,
0.079553,17.126013863447092,
0.091309,17.297431337839072,
0.103066,17.55805562068608,
0.114822,17.782822992627445,
0.126579,18.453624991365867,
0.138338,19.58751679664843,
0.150094,20.716599155808606,
0.16185,21.415825285081716,
0.173609,22.395791433572256,
0.185369,24.440558899782637,
0.19713,27.120269115738225,
0.20889,29.880005054800726,
0.220653,32.04765071301987,
0.244182,38.04595357222425,
0.255945,41.63916161431244,
0.267705,44.95075636147747,
0.279466,48.38916430202411,
0.291225,52.18527859731555,
0.302985,56.93643152051716,
0.314744,61.836263432013645,
0.326509,65.82172073454042,
0.338271,69.50676184194168,
0.350028,73.30374590580752,
0.361784,76.18767404209063,
0.373541,77.76891331033833,
0.385298,78.9045504979886,
0.397057,80.70050102355812,
0.408817,83.42000548987978,
0.432336,89.97323005189759,
0.444095,93.54632352665914,
0.455855,97.22305974702748,
0.467614,100.67938912876426,
0.479373,104.29840264331371,
0.491133,108.26024526142818,
0.502892,112.32703995418616,
0.514652,115.86165785996863,
0.52641,119.06785863394026,
0.538169,122.04099883937543,
0.549929,124.69490592095735,
0.561689,126.82407133402226,
0.573449,128.38213547831998,
0.585207,130.30052697352352,
0.596968,132.8687291173017,
0.620488,137.33301740090786,
0.63225,139.22035909324057,
0.64401,141.44747167060254,
0.65577,144.15473391043085,
0.66753,146.71331248578915,
0.67929,148.9443717549618,
0.69105,150.19414502521315,
0.70281,150.18801923579136,
0.71457,149.45468274702407,
0.72633,148.82367967482685,
0.73809,148.79000186153232,
0.749855,149.41882583611843,
0.76162,150.7258916040766,
0.773383,152.3141264303205,
0.785147,154.37025934018712,
0.808674,157.43784893092123,
0.820438,156.63366838891707,
0.832203,155.07560424461934,
0.843966,153.93384126754728,
0.855729,153.3583724512076,
0.867493,153.3452511037896,
0.879256,154.2237641256785,
0.891019,155.8220620808046,
0.902783,157.50562541327213,
0.914546,159.32388129421722,
0.926309,161.03280820059607,
0.938074,162.89740497709084,
0.949841,165.1000331014661,
0.961604,166.80152488938643,
0.973369,167.35207904462735,
0.99689,165.92825853599464,
1.008653,165.87229407202506,
1.020506,167.1308024374214,
1.032175,168.29531968268165,
1.043934,168.25682540900203,
1.055693,167.2515038699066,
1.067453,165.93920078580155,
1.079214,165.5040920421984,
1.090975,166.53346782616845,
1.102734,167.70890861653507,
1.114496,167.7027921794635,
1.126254,167.64987658167942,
1.138014,168.57256075385718,
1.149776,170.32259123963883,
1.161537,171.83999136499608,
1.185057,168.32635078085195,
1.196817,168.01589016154472,
1.208579,169.49391689229768,
1.220345,170.29546942387816,
1.232113,169.93295362301097,
1.243881,168.52095448510983,
1.255647,168.2060982611793,
1.26741,170.26748719189337,
1.279176,173.23669005786812,
1.290938,174.7396501544204,
1.302702,174.30848810262793,
1.314465,173.90923626993046,
1.326228,174.37275745363044,
1.337991,174.4680953122043,
1.349756,173.70415793337878,
1.373283,170.82109021331982,
1.385046,170.9592805407955,
1.396813,171.92350785283838,
1.408578,172.62579453873485,
1.420342,172.59167716497797,
1.432107,171.85572201813727,
1.443871,170.6711159245136,
1.455635,168.96130054485985,
1.467399,165.5653125270154,
1.479163,161.1911060811357,
1.490927,158.78164137835947,
1.502692,160.06464354909275,
1.514458,163.45145691132987,
1.526222,166.59468831098545,
1.537987,168.67182659954122,
1.561514,169.4309568703319,
1.573278,168.23409919786462,
1.585042,167.4889413383658,
1.596808,166.274164562796,
1.608574,164.11481911543464,
1.620339,163.1103673449136,
1.632105,165.00339526620579,
1.643874,168.44529397148784,
1.655639,170.15423023021694,
1.667403,169.85162558513005,
1.679168,168.5231429350712,
1.690932,167.78718778823048,
1.702695,167.5458036279606,
1.71446,167.01404769674687,
1.726224,166.35680192971364,
1.749753,166.5325887052438,
1.761519,166.53522606801778,
1.773285,166.2041902781335,
1.785051,165.84823982715045,
1.796816,166.57413184510892,
1.808582,168.66963814957984,
1.820347,169.88836161696034,
1.832111,168.36572417545622,
1.843878,164.86915163054078,
1.855644,162.4531215778804,
1.867409,162.6568999377456,
1.879173,163.8651300681318,
1.890939,164.04441462266007,
1.902704,162.720308872524,
1.91447,161.00437705579867,
1.937997,163.41035333192707,
1.949758,164.50575670874895,
1.961519,163.21007275105998,
1.973281,159.87661454706927,
1.985043,156.66865553124833,
1.996805,155.77614204101675,
2.008566,156.34024775178776,
2.020327,156.30919794891693,
2.032092,154.96672418286568,
2.043859,154.49183054124674,
2.055625,155.87890566569888,
2.067389,158.57742345803194,
2.07915,161.8960114251056,
2.090915,163.44446135333368,
2.10268,161.69092373620367,
2.12621,155.66288507934033,
2.137975,154.17785343824087,
2.149739,154.07595958213315,
2.161504,155.50546631972534,
2.17327,157.13918162529478,
2.185035,158.32073885273292,
2.1968,159.4467524719633,
2.208566,161.35071329071206,
2.22033,165.3405474931616,
2.232095,169.67714813863662,
2.243859,171.59553963384013,
2.255624,169.4414502073262,
2.267391,164.5197571770916,
2.279156,158.83586630518028,
2.290921,153.6246806249265,
2.314451,149.03488380080032,
2.326215,152.12652763640907,
