date,tag,comment,unit,rfdTime,rfdValue,rfdThreshold
"2022-03-09 04:59:05","undefined","39spv1","N",200,755.5908032032162,0.5

time_ms,weight
0.055985,33.56679388265726,
0.067733,33.35689440954538,
0.079481,32.83127362010374,
0.091229,32.263232907959875,
0.102976,31.846496856447025,
0.114725,31.426697910223275,
0.126474,31.014771304832816,
0.138223,30.591474579610967,
0.149975,30.22633778258278,
0.161723,30.147188842312957,
0.173468,30.250389689369847,
0.185212,30.591037357236207,
0.196957,31.03444864978469,
0.208703,31.382094213734813,
0.220449,31.555699553566278,
0.243945,31.382094213734813,
0.255709,31.261402133599866,
0.267454,31.329183292125865,
0.279208,31.53689665336393,
0.290961,31.534270981027788,
0.30271,31.686447748320763,
0.31446,31.913401232135936,
0.326211,31.84168741032464,
0.337961,31.73979823039204,
0.349711,31.738486563267752,
0.361462,31.756852241095338,
0.373213,31.73630045139394,
0.384962,31.692571199655003,
0.396709,31.601614917179027,
0.408457,31.483983393667415,
0.43196,32.392671773677634,
0.443715,33.045982539338,
0.455471,33.498140617469296,
0.467223,33.85846563028753,
0.478973,33.95904314309584,
0.490723,33.8746451962413,
0.502473,33.82523205363046,
0.514224,34.07886077848127,
0.525976,34.675760505447016,
0.537725,35.3163894841517,
0.549476,36.080773437702234,
0.561227,36.964098243801104,
0.572979,37.9130157584646,
0.584729,38.50379437218368,
0.59648,38.559768188503526,
0.61998,38.48236813773275,
0.63173,38.685269714760864,
0.643482,38.83176259118193,
0.655232,38.779286553860175,
0.666982,38.5182250486384,
0.678732,38.49679881418748,
0.690483,39.39761485336441,
0.702233,40.84679425973333,
0.713983,42.034035378043384,
0.725733,42.706149043906095,
0.737484,43.563235831344095,
0.749235,45.475941097588134,
0.760988,49.53311689810135,
0.772738,56.53674597257626,
0.784488,65.34288624632971,
0.807992,81.25192611641722,
0.819743,88.37712171577662,
0.831495,94.4493315229288,
0.843247,99.36927566366435,
0.854997,101.50761573233659,
0.866749,100.5280879752646,
0.878502,101.79404081146971,
0.890253,104.17246506372538,
0.902004,103.65034205328183,
0.913756,101.62131225447534,
0.925507,101.941415146903,
0.937257,104.48731193530563,
0.949011,107.54352906812079,
0.960764,110.80615257122486,
0.972516,114.21394325510032,
0.996023,123.91478079287158,
1.007781,128.55354652297115,
1.019538,132.06716840241478,
1.031296,133.8456300329938,
1.043055,134.38786994885155,
1.054812,134.4985082524545,
1.066565,135.0315641603547,
1.078321,135.91882162973886,
