date,tag,comment,unit,rfdTime,rfdValue,rfdThreshold
"2022-03-09 05:13:54","undefined","29sch2","N",200,11.166816072251782,0.5

time_ms,weight
0.055989,30.02693398455277,
0.067737,30.158121739769584,
0.079486,30.255199135492234,
0.091234,30.185234203179984,
0.102982,29.811350620568984,
0.114732,29.492129187153548,
0.12648,29.25424280588175,
0.138228,29.218823117350862,
0.149976,29.349571312105347,
0.161725,29.3237728539068,
0.173477,29.07932813701356,
0.185229,28.780221270924763,
0.196983,28.46318594938314,
0.208731,28.14352729359294,
0.22048,27.853167213086955,
0.243977,27.459169063149318,
0.255727,27.18367688147282,
0.267476,27.068669861253564,
0.279225,27.183239659098057,
0.290974,27.239212306374124,
0.302723,27.20554150734229,
0.314476,26.935733216537702,
0.326228,26.51462377223345,
0.337979,26.107943835340137,
0.34973,26.030981006944124,
0.36148,26.020923723280806,
0.373231,26.08126976334828,
0.384982,26.007804713950367,
0.396735,25.832014431288876,
0.408488,25.610746007389395,
0.431995,25.602437613225128,
0.455502,25.894983805604923,
0.467254,25.855627946657393,
0.479009,25.52153861441247,
0.490766,25.242984707068853,
0.502524,25.03221078920745,
0.514285,24.862980011211178,
0.526043,24.69812145696253,
0.537803,24.45455118481882,
0.549561,24.050495751217863,
0.561321,23.66568044019402,
0.57308,23.463216085540672,
0.584839,23.139184036959065,
0.596596,22.71282675511388,
0.608352,22.338944341546664,
0.631863,22.174085787298015,
0.643619,22.295215089807726,
0.655373,22.34856440283522,
0.667128,22.38748303940799,
0.678885,22.35206218183332,
0.690644,22.266353736898274,
0.702402,22.233994604990727,
0.714157,22.097560181276766,
0.725911,21.919145395322914,
0.737666,22.0394002530831,
0.74942,22.22962121219932,
0.761175,22.215628927163138,
0.77293,22.324076442717175,
0.784684,22.373489585328024,
0.796439,22.111553635356728,
0.819947,21.713619315002447,
0.831703,21.892908545705822,
0.843457,22.62230769501267,
0.855212,24.322052931521497,
0.866967,27.532196890172468,
0.878722,33.14043660081207,
0.890476,41.58362618941114,
0.90223,53.43024125240073,
0.913986,68.79178986195822,
0.92574,89.4043137259604,
0.937496,116.20667190636371,
0.949251,145.48541085566998,
0.961006,175.34835371646093,
0.972761,204.86323015753996,
0.984516,230.80500377150716,
1.008024,263.97560170191514,
1.019779,274.79853422415687,
1.031534,287.1471530540882,
1.043288,301.83746945679525,
1.055045,317.0442039362858,
1.066799,331.87708756639125,
1.078553,345.74089936701796,
1.09031,359.3432568637119,
1.102069,373.3627665915053,
1.113824,387.47321857324937,
1.125578,400.4104369192887,
1.137332,411.2329018240173,
1.149086,418.9825585265654,
1.160841,424.4788599569156,
1.172595,428.428469700887,
1.196105,437.25469414682874,
1.207858,441.92147951831413,
1.219613,446.3153633091457,
1.231366,448.5744048103032,
1.243118,448.1370889120381,
1.254872,448.4056135927692,
1.266626,450.95760811354285,
1.27838,455.70351436824734,
1.290135,462.9039262445912,
1.301889,469.7042445767141,
1.313643,473.94332826600413,
1.325399,473.74258941997414,
1.337154,470.0291452248263,
1.348907,468.49161884170456,
1.360663,472.72329546958684,
1.384172,482.5098192404613,
1.395926,482.9873502448542,
1.407682,482.6208877521764,
1.419436,484.6792278167049,
1.43119,489.55587992807625,
1.442945,495.37749350995017,
1.454699,498.98166484463337,
1.466455,498.8386487044223,
1.478208,498.6221979099517,
1.489965,501.2861587680656,
1.501721,504.8972882513439,
1.513476,507.1681511232329,
1.525232,507.5805149509981,
1.536987,507.86781915105587,
1.548742,510.0280250146414,
1.572252,518.6706067108327,
1.584006,521.179804876806,
1.59576,520.3834709566719,
1.607514,518.7694423484046,
1.619268,520.5352408967285,
1.631022,524.9767842644967,
1.642777,528.6744791018028,
1.654531,529.6430833137684,
1.666286,527.2834853425908,
1.67804,525.0891621052484,
1.689795,526.9926646588344,
1.70155,531.2474977059661,
1.713306,534.525870566912,
1.725062,535.8399131881658,
1.736817,534.1082694229998,
1.760327,532.7588000989524,
1.772084,534.4139416389728,
1.783842,534.2534553084718,
1.795598,532.68704886774,
1.807354,532.2274743758508,
1.819109,534.2092748058326,
1.830863,537.0315522491867,
1.842618,538.0263804512878,
1.854373,536.8916036798616,
1.866128,536.4591135943319,
1.877882,539.4550080679553,
1.889639,544.4864602808683,
1.901392,548.7194088283862,
1.913147,549.8878540607566,
1.9249,548.1679942569211,
1.948408,549.8804095899478,
1.960163,551.8757896325105,
1.971918,549.4720111586938,
1.983675,543.4435235890179,
1.99543,538.4444305080125,
2.007185,536.5050523388204,
2.018944,537.925375068455,
2.0307,538.9350548027726,
2.042455,536.8846081218654,
2.054209,533.0884891503989,
2.065964,532.0923516192611,
2.077717,536.7184355624049,
2.089472,542.4040659714651,
2.101226,543.0923615413691,
2.112979,537.6922770905175,
2.136484,526.952000639894,
2.148235,530.3694242445396,
2.159986,536.6655386693214,
2.171739,539.3474186305378,
2.18349,536.1578182782818,
2.195242,533.1903923588569,
2.206993,537.564149891924,
2.218745,545.0378748523333,
2.230498,548.1955275760934,
2.242251,546.3523663863998,
2.254004,541.717977556223,
2.265756,538.8178511492855,
2.277508,541.9239537183997,
2.289262,546.6917070633169,
2.301013,547.4665679872488,
2.324515,540.2814939653351,
2.336267,540.2521649949125,
2.348017,543.98663327345,
2.359769,547.9204936595797,
2.371526,550.5262828990622,
2.383283,552.9834445881761,
2.395035,555.8345646797391,
2.406788,559.3411722964859,
2.418539,560.8008497160242,
2.430291,559.8353130749447,
2.442042,557.0200685989879,
2.453794,554.9503560765404,
2.465546,556.9426685482171,
2.477296,559.3573705671403,
2.489049,556.2784272231877,
2.512554,546.8067035621422,
2.524303,549.3281346022586,
2.53605,556.5565287105874,
2.5478,563.5680231116329,
2.559554,563.8072188219414,
2.571306,557.0519788180828,
2.583057,551.2889483582519,
2.594809,552.4263063783504,
2.60656,558.720662561283,
2.61831,561.5258813177586,
2.63006,558.3161921171392,
2.641808,552.5986140795831,
2.653556,551.6265307933198,
2.665303,556.061939019316,
2.677051,561.6247169553305,
2.700549,563.3773848038862,
2.712298,564.0809808188194,
2.724046,568.6698798173204,
2.735794,571.8288792795182,
2.747543,567.6251848836207,
2.75929,555.4694115160979,
2.771039,538.674423505663,
2.782787,519.3904009964201,
2.794535,492.75333625455266,
2.806284,449.3741803953338,
2.818031,386.1937048291639,
2.829778,313.16851516878756,
2.841523,243.74615010465664,
2.853269,182.46524910496254,
2.865016,130.17108693876196,
2.888519,66.16630457282344,
2.900274,49.4395372813768,
2.912027,37.55662574701923,
2.923778,28.71462856236014,
2.935531,21.86360997042161,
2.947282,16.287729391689556,
2.959032,12.107239638097548,
2.970783,9.121862978322705,
2.982534,7.582603268597299,
2.994285,6.953343386810692,
3.006037,6.76749523596399,
3.017793,7.175923770095405,
3.029545,7.500830044230827,
3.041297,7.70023420758702,
3.053048,7.911007833187474,
3.076552,8.3189990901452,
3.088306,8.418701144423833,
3.100057,8.322934712572572,
3.111807,7.98753351227396,
3.123559,7.290493714070371,
3.135315,6.155289657141629,
3.147069,5.340618993013556,
3.158823,4.87271886356419,
3.170577,4.825054318191445,
3.182328,5.513348426790766,
3.194082,6.3166495556093425,
3.205833,6.697528842347014,
3.217585,6.83221408430098,
3.229335,6.713708554431261,
3.241089,6.308778383819837,
3.264599,4.68818267210272,
3.276351,3.975837825760119,
3.288103,3.5665345546182325,
3.299857,3.331709899013552,
3.31161,3.2210756870638124,
3.323364,3.263055464781809,
3.335119,3.430100130904271,
3.346874,3.528053140420227,
3.358627,3.536361534584495,
3.37038,3.711277664757409,
3.382137,3.6924741800331686,
3.393893,3.4921956449926865,
3.405651,3.381560848521055,
3.417408,3.250374262348025,
3.429165,3.059278858482282,
3.452682,2.6775246886036674,
3.464439,2.6093074767466864,
3.476196,2.5161650823969,
3.48795,2.4112153458409624,
3.499705,2.420398184754756,
3.511457,2.2940216292260036,
3.52321,2.0950550535707544,
3.534962,1.7172364695868931,
3.546717,1.3687164608872444,
3.558471,1.3044348349250163,
3.570224,1.4351847832451756,
3.581978,1.849735307406102,
3.593732,2.133099245393998,
3.605486,2.2087504066657226,
3.617241,2.1212924877097388,
3.640748,1.8589181463198954,
3.6525,2.0460785488127766,
3.664253,2.3246318716345034,
3.676004,2.5891923248981588,
3.687757,2.743993010961599,
3.69951,2.91453545608216,
3.711262,3.1843437468867473,
3.723015,3.587961958112939,
3.734769,4.007322805179089,
3.74652,4.266635420901813,
3.758269,4.375957965727266,
3.770018,4.664569156734202,
3.781767,5.067312923210869,
3.793516,5.2282355993038205,
3.805264,5.2286728216785825,
3.828762,5.404463396601021,
3.84051,5.827322314926216,
3.85226,6.221320464863853,
3.864012,6.177154136880625,
3.87576,5.923963365056939,
3.88751,5.673396365873247,
3.899262,5.387846316011538,
3.911015,5.089614771455101,
3.922764,4.822867914056688,
3.934514,4.67943705556369,
3.946263,4.687308227353196,
3.958013,4.711796479732185,
3.969763,4.907702206503151,
3.981512,5.145587710992114,
3.993261,5.158269205686844,
4.01676,5.128533408027869,
4.028512,5.182320235691071,
4.04026,5.146462448002585,
4.05201,4.992098984313907,
4.063759,4.72797604568596,
4.075507,4.399571481095784,
4.087257,4.130638511823559,
4.099006,3.688101079502707,
4.110756,3.2040216763605125,
4.122505,2.785535566304833,
4.134258,2.365737204602975,
4.146011,1.8173761754985527,
4.157764,1.4841612880031536,
4.169517,1.2427771277332542,
4.181271,0.9427964014168211,
4.204786,1.190739481830048,
4.216545,1.2821335712026765,
4.228305,1.2283464512785292,
4.240063,1.1264584403897115,
4.251817,0.9082505731135682,
4.263571,0.6502496245151317,
4.275325,0.6091442915466598,
4.28708,0.56322892793391,
4.298834,0.5116290889273576,
4.310588,0.5409270796896788,
4.322341,0.5212491502159133,
4.334096,0.5326186855254103,
4.345851,0.7941179976438374,
4.357606,0.9703455026800927,
4.369362,1.0424983004318267,
4.392868,1.6337141365256622,
4.404622,2.17420457836247,
4.416374,2.7107588497826334,
4.428128,3.2280724141037935,
4.439882,3.8520848967408865,
4.451639,4.6015994901572075,
4.463397,5.264967831741831,
4.475151,5.922214183296944,
4.486906,6.463141555247568,
4.498661,6.669105004073272,
4.510413,6.616630281925776,
4.522163,6.586894630397274,
4.533913,6.7062747511469905,
4.545663,6.701464574372239,
4.557414,6.808600422801989,
