date,tag,comment,unit,rfdTime,rfdValue,rfdThreshold
"2022-03-15 08:37:47","undefined","68cv2","N",200,12.873185514410519,0.5

time_ms,weight
0.056056,5.383035993106315,
0.067819,5.249662710537581,
0.079582,5.267591458251351,
0.091346,5.3944055284158114,
0.103109,5.440758114403324,
0.114873,5.561450194538273,
0.126639,5.614799507565767,
0.138405,5.671647184113251,
0.150169,5.9847466274991765,
0.161934,6.275544222640871,
0.173699,6.404981919314851,
0.185465,6.577711353092061,
0.197231,6.5610944186330515,
0.208995,6.5182400500350575,
0.22076,6.699715246481771,
0.244291,7.224025610908149,
0.256057,7.443982294618106,
0.267826,7.562050529047826,
0.279594,7.4912096176160885,
0.291362,7.5266300367993395,
0.303128,7.444856885498104,
0.314892,7.378388855401118,
0.326658,7.402002516900109,
0.338423,7.330286941523138,
0.350187,7.078845424524683,
0.361953,6.905678695307475,
0.373719,6.769244271593513,
0.385485,6.538355348014058,
0.397254,6.310964641824121,
0.409026,6.217384732838626,
0.432569,6.526985812704561,
0.444336,6.571151994557315,
0.456104,6.483694075601331,
0.467872,6.483694075601331,
0.479639,6.566341817782565,
0.49141,6.783237579543003,
0.503177,6.942411073875958,
0.514945,6.952906018305457,
0.526715,6.83002753403575,
0.538487,6.609633554885795,
0.550258,6.377432671921107,
0.562026,6.1286148544974095,
0.573794,5.982560077233946,
0.585564,6.017543274042434,
0.597333,6.30134428827462,
0.620873,6.376558081041109,
0.632641,6.476260126186588,
0.644409,6.487192439121322,
0.656177,6.30003247501986,
0.667946,6.168845596585884,
0.679714,6.03940775378143,
0.691482,6.025851814337176,
0.703251,6.183276126910136,
0.715019,6.7771154433830185,
0.726788,8.35048383666873,
0.738556,11.153948146120754,
0.750324,14.85079513442344,
0.76209,19.366685595123712,
0.773855,25.486554979212563,
0.785622,35.303271643865045,
0.809156,72.38631074021448,
0.820925,98.86245894346884,
0.832693,127.12273630156118,
0.844462,155.93269804632004,
0.85623,183.9056712043546,
0.868003,206.79298592735594,
0.879772,221.69056911657597,
0.891541,231.40408844130292,
0.90331,240.33573257940125,
0.915078,249.9425415876354,
0.926846,259.21702418164904,
0.938614,267.62216840938106,
0.950383,275.68404397308575,
0.96215,285.60090209721557,
0.973918,299.84997461454736,
0.997454,331.4083208832379,
1.009222,340.977084530605,
1.02099,349.0975432163527,
1.032759,359.2247544025821,
1.044533,370.9113016527449,
1.056303,381.5531913786091,
1.068073,389.6937763221212,
1.079841,396.1958294996789,
1.091609,403.6026290416112,
1.103377,411.3815773051808,
1.115145,416.74189556271716,
1.126912,417.8866980536245,
1.13868,416.2223912103471,
1.150449,415.4575560058964,
1.16222,418.3187392263416,
1.185754,434.8041270336935,
1.209292,442.7413918825033,
1.22106,442.7641367983412,
1.23283,440.58249534795453,
1.244602,438.6190629338878,
1.256373,439.5553080139459,
1.268144,443.8897108571092,
1.279912,449.02392669470424,
1.291682,452.78985627952414,
1.303451,453.24464236807916,
1.31522,452.61320908776986,
1.326991,453.97319045351213,
1.338765,458.141420737215,
1.350537,463.89135790667865,
1.362306,467.84354889932246,
1.385846,468.5248489112303,
1.397615,463.5366793753313,
1.409384,456.99396217883316,
1.421154,452.19209146015913,
1.432923,452.61320908776986,
1.444692,459.16292184226415,
1.456462,467.11417780706637,
1.468231,471.689085689575,
1.48,470.38072929728065,
1.491769,465.47912511540943,
1.503538,462.5724894726895,
1.515307,465.9505209780303,
1.527077,472.95853630477825,
1.538845,477.7390088460521,
1.550614,478.2716064887895,
1.574154,473.8777226979579,
1.585922,473.02983862317797,
1.59769,474.27216742262056,
1.609457,476.5582933301376,
1.621225,480.528478244686,
1.632991,484.6219271356916,
1.644759,487.9567133734195,
1.656527,490.4020162824009,
1.668296,491.4222080584134,
1.680064,489.98396622567617,
1.691835,486.1541787932654,
1.703607,480.87784464108444,
1.715375,473.5134673599419,
1.727139,463.73304132143846,
1.738903,453.7033564437443,
1.762432,442.3010458227533,
1.774196,444.6138446332184,
1.785959,451.33455575990854,
1.797724,460.8788536589895,
1.809487,468.6770303546984,
1.821252,472.63625431473946,
1.833016,472.4543323974372,
1.844784,471.073813270519,
1.856552,471.053275509343,
1.868322,472.26893140583746,
1.88009,473.44351177997993,
1.891859,473.0306990394021,
1.903628,473.36435348735984,
1.915399,475.7449381325261,
1.92717,480.30458297940663,
1.950706,485.2201408678692,
1.962475,479.6241433837229,
1.974244,469.25863431281016,
1.986014,461.5702167997796,
1.997783,463.0150052777003,
2.009553,470.003792172309,
2.021321,477.67559991127376,
2.033089,480.5358853060938,
2.044857,476.40745862510727,
2.056625,471.39568375714623,
2.068394,473.2165489438145,
2.080164,480.03650721148813,
2.091934,482.44466258522766,
2.103702,476.60729964551206,
2.11547,464.7191157236941,
2.139007,449.2250770441458,
2.150776,452.54587216588135,
2.162546,459.6553043788736,
2.174315,464.3609955274502,
2.186082,462.0765904523814,
2.197852,455.3497441839192,
2.209621,451.080920020795,
2.221391,453.5389421261331,
2.233158,460.2889448138448,
2.244927,466.1079771470463,
2.256698,468.07140956111306,
2.268466,466.12327759207545,
2.280235,460.9024589910515,
2.292004,455.43413979268615,
2.303774,455.4879345113949,
2.327309,468.097184638436,
2.33909,470.3129434625795,
2.350842,467.29082499882065,
2.362607,463.27387833296075,
2.374375,461.48099537827727,
2.386144,464.9163380860254,
2.39791,469.83234488730056,
2.409674,472.9939630075718,
2.421438,471.03053059350503,
2.433205,463.96307172849,
2.444974,457.0674342424938,
2.456742,457.32323972686817,
2.468511,465.7288328674128,
2.480279,473.05344395524,
2.492046,472.60651384090534,
2.515585,452.001864655824,
2.527358,447.47416743743946,
2.53913,451.97870823657456,
2.550898,460.0913109481019,
2.562664,464.11304601729614,
2.57443,459.645690162804,
2.586196,450.5951215387703,
2.597961,443.9898558237179,
2.609727,443.1183290074749,
2.621493,447.0255164906565,
2.633259,450.42150450850096,
2.645024,448.61111395412644,
2.65679,440.8260679581858,
2.66856,434.1897524402626,
2.680329,435.7670450166996,
2.703869,457.4352060642084,
2.715639,465.3518957424412,
2.727409,466.5623143227887,
2.739178,460.6881779418418,
2.750947,449.8534801629701,
2.762716,442.82623640408286,
2.774485,443.3772020627353,
2.786255,448.20926216805606,
2.798023,452.3963093804867,
2.809792,451.78058804861803,
2.821561,445.3559349218312,
2.833329,440.4775245686105,
2.845097,445.5448523971296,
2.856864,456.98348754653944,
2.868632,467.86629381516036,
2.892163,463.4466349470059,
2.903926,446.7906976802708,
2.91569,431.68582899983716,
2.927453,427.68418277900633,
2.939217,431.35217455187944,
2.950982,435.9634069628068,
2.962749,437.1738255431544,
2.97452,433.9050668982783,
2.986289,429.90039051596244,
2.998057,431.3246412327072,
